Date 1,HEXW.IN.Equity,FAG.IN.Equity,FORH.IN.Equity,TPW.IN.Equity,TGBL.IN.Equity,TRCL.IN.Equity,NTCPH.IN.Equity,TI.IN.Equity,GFLC.IN.Equity,PEPL.IN.Equity,SI.IN.Equity,HWA.IN.Equity,WLSI.IN.Equity,IRB.IN.Equity,ADE.IN.Equity,RCAPT.IN.Equity,WHIRL.IN.Equity,AIAE.IN.Equity,INXW.IN.Equity,NACL.IN.Equity,VOLT.IN.Equity,GPPV.IN.Equity,APTY.IN.Equity,BIOS.IN.Equity,CIFC.IN.Equity,SPADV.IN.Equity,MPHL.IN.Equity,BOI.IN.Equity,RELI.IN.Equity,GRHF.IN.Equity,MACA.IN.Equity,IDBI.IN.Equity,SANL.IN.Equity,MRPL.IN.Equity,INFOE.IN.Equity,PI.IN.Equity,SJVN.IN.Equity,TTCH.IN.Equity,IPCA.IN.Equity,UNBK.IN.Equity,FB.IN.Equity,CRG.IN.Equity,RPWR.IN.Equity,TVSL.IN.Equity,BOOT.IN.Equity,SUEL.IN.Equity,PFIZ.IN.Equity,TCOM.IN.Equity,JUBI.IN.Equity,LTFH.IN.Equity,DITV.IN.Equity,SCUF.IN.Equity,CBOI.IN.Equity,JSW.IN.Equity,NBCC.IN.Equity,TMX.IN.Equity,MTCL.IN.Equity,X3M.IN.Equity,GDSP.IN.Equity,WIL.IN.Equity,NLC.IN.Equity,EXID.IN.Equity,ATD.IN.Equity,MAX.IN.Equity,PLNG.IN.Equity,CRISIL.IN.Equity,AJP.IN.Equity,CBK.IN.Equity,KNPL.IN.Equity,ALPM.IN.Equity,SUNTV.IN.Equity,BYRCS.IN.Equity,MMFS.IN.Equity,RJEX.IN.Equity,WPL.IN.Equity,BRGR.IN.Equity,RCOM.IN.Equity,VED.LN.Equity,HNDL.IN.Equity,GILL.IN.Equity,PAG.IN.Equity,TPWR.IN.Equity,PIEL.IN.Equity,HAVL.IN.Equity,SUF.IN.Equity,AMRJ.IN.Equity,MRF.IN.Equity,BDE.IN.Equity,BJHI.IN.Equity,NHPC.IN.Equity,APHS.IN.Equity,SAIL.IN.Equity,DLFU.IN.Equity,SHTF.IN.Equity,PG.IN.Equity,IDFC.IN.Equity,IDFC.F.IN.Equity,LICHF.IN.Equity,CSTRL.IN.Equity,TATA.IN.Equity,JSTL.IN.Equity,UBBL.IN.Equity,UPLL.IN.Equity,PNB.IN.Equity,AL.IN.Equity,ABB.IN.Equity,RECL.IN.Equity,ACC.IN.Equity,IHFL.IN.Equity,BHFC.IN.Equity,ABNL.IN.Equity,CLGT.IN.Equity,SKB.IN.Equity,MRCO.IN.Equity,BHE.IN.Equity,HPCL.IN.Equity,PNB.F.IN.Equity,BAF.IN.Equity,CAIR.IN.Equity,OINL.IN.Equity,TRP.IN.Equity,YES.IN.Equity,HMN.IN.Equity,VEDL.IN.Equity,BJFIN.IN.Equity,ESOIL.IN.Equity,CCRI.IN.Equity,PIDI.IN.Equity,GLXO.IN.Equity,TTAN.IN.Equity,TTAN.F.IN.Equity,KKC.IN.Equity,POWF.IN.Equity,DIVI.IN.Equity,GNP.IN.Equity,GRASIM.IN.Equity,ACEM.IN.Equity,GRASIM.F.IN.Equity,OFSS.IN.Equity,Z.IN.Equity,BRIT.IN.Equity,BOB.IN.Equity,GAIL.IN.Equity,MSS.IN.Equity,CDH.IN.Equity,SRCM.IN.Equity,NMDC.IN.Equity,ARBP.IN.Equity,SIEM.IN.Equity,HMCL.IN.Equity,GCPL.IN.Equity,UNSP.IN.Equity,IIB.F.IN.Equity,IIB.IN.Equity,DABUR.IN.Equity,EIM.IN.Equity,BHEL.IN.Equity,TECHM.IN.Equity,CIPLA.IN.Equity,HZ.IN.Equity,IDEA.IN.Equity,NEST.IN.Equity,BPCL.IN.Equity,BJAUT.IN.Equity,PWGR.IN.Equity,PWGR.F.IN.Equity,ADSEZ.IN.Equity,MM.IN.Equity,BOS.IN.Equity,DRRD.IN.Equity,APNT.IN.Equity,BHIN.IN.Equity,UTCEM.IN.Equity,LPC.IN.Equity,NTPC.IN.Equity,IOCL.IN.Equity,TTMT.IN.Equity,TTMT.A.IN.Equity,KMB.IN.Equity,KMB.F.IN.Equity,AXSB.IN.Equity,MSIL.IN.Equity,MSIL.F.IN.Equity,HCLT.IN.Equity,BHARTI.IN.Equity,WPRO.IN.Equity,LT.IN.Equity,ICICIBC.IN.Equity,SBIN.IN.Equity,HDFC.IN.Equity,HUVR.IN.Equity,ONGC.IN.Equity,SUNP.IN.Equity,COAL.IN.Equity,HDFCB.IN.Equity,INFO.IN.Equity,ITC.IN.Equity,RIL.IN.Equity,HDFCB.F.IN.Equity,TCS.IN.Equity
2012-11-18,105.05,1680.05,101.9,162.8,173.4,215.4,406.55,168,318.65,155.45,291.1,2847.55,63.7,123.25,45.09,379.6,252.55,348.2,0,44.9,106.47,46.7,80.2,288.91,236.35,92.9,396.95,273.45,462.3,101.05,53,103.15,2128.69,62.7,344.7,102.81,19.8,315.65,426.95,222.6,45.94,110.2,92.6,38.1,1440.25,15.45,1099.19,232.8,1276.35,83.5,78.15,852.25,74.55,60.95,154.05,573.6,334.42,3690.35,300.01,1539.05,81.45,138.95,201,240.3,158.5,923.05,97.51,427.6,100.54,66.35,357.15,1171.2,199.58,124.1,1749.7,68.95,61.35,1036,108.9,2193.4,3350,95.63,471.45,115.09,485.25,252.4,10068.9,1690.15,851.05,22.65,834.15,79.25,203.6,626.1,2492.7,159.35,0,248.92,299.85,370.1,731.1,761.45,112.95,148.58,27.5,721.45,224.65,1378.1,0,259.2,967.1,1331.3,3026.2,210.52,1199.1,295,157.6,1320.24,331.3,465.55,326.04,415.45,395.13,168.2,841.65,63.85,651.3,202.1,1997.2,295.5,0,460.15,181.35,1171.7,433.1,3179.65,202.8,3320,2821.5,193,477.05,147.12,346.3,72.64,819.2,4197.3,169.95,88.33,669.95,1815.65,677.7,1791.3,398.5,377.9,125.6,2404.85,230.3,227.73,379.55,135,95.1,4724.65,329.05,1813.55,119.1,0,127.35,893.58,8800.8,1756.9,395.11,0,1914.4,576.6,164.8,258,262.19,156.37,311.43,0,245.25,1438.1,0,301.53,301.4,320.28,1052.23,205.46,210.84,774.85,521,257.9,339.5,351.15,642.25,585.84,274.65,775.15,0,1267.05
2012-11-25,101.45,1650.75,100.15,158.4,163.4,203.3,422.25,166.35,308.35,156.1,286.7,2448.8,67.25,122.45,45.25,382.9,250.7,346.15,0,45.15,101.98,46.45,82.25,274.54,229.4,96.1,395.2,270.8,455.9,101.53,50.4,102.4,2143.14,61.45,347.65,102.33,18.75,311.92,444.8,226.95,46.18,114.55,90.1,37,1431.05,15.25,1090.7,230.5,1258.05,74.95,73.45,894.35,73.65,60.9,149.4,564.05,331.68,3700,287.47,1547.3,79.9,139.9,199.1,233.95,155.05,923.85,98.37,435.35,98.1,62.15,383.75,1164,197.86,120.1,1706.55,71.35,63.4,1079,107.9,2176.2,3342.75,98.58,488.1,116.89,489.38,256.5,10009.75,1989.8,833.4,23.05,848.55,78.05,200.7,631.45,2450.3,157.75,0,244.98,288.15,364.85,718.65,767.85,111.05,146.89,26.85,710.2,221.1,1381.3,0,253.9,975.2,1327,3049.35,207.13,1191.5,279.65,154,1326.12,327.35,459.15,316.93,420.6,395.43,166.05,861.6,66.05,626.97,203.8,2002.25,296.3,0,464,183.05,1171.7,444.1,3181.2,203.25,3325,2837.55,204.35,483.8,145.56,339.9,74.49,821.4,4261.45,166.65,86.23,659.1,1825.25,687.95,1880.45,388,374.1,122.15,2427,224.7,225.91,381.7,131.4,92.75,4619.55,321.45,1817.9,119.75,0,123.35,953.12,8891.75,1743,405.41,0,1896.05,560.2,157.87,259.05,257.74,156.46,312.18,0,251.35,1493.3,0,315.77,305.45,327.19,1058.23,205.02,208.95,779.35,530.2,251.2,352.65,358.05,669.75,594.39,286.6,773.75,0,1268.82
2012-12-02,109,1687.4,112.15,160.6,165.95,202.9,441.25,168.75,331.15,164.6,287.8,2362.8,66,135.35,47.98,423.95,264.35,334.85,0,46.45,108.17,46.75,84.6,284.05,248.35,119.95,388.15,280.65,485.3,105.95,52.7,108.15,2292.56,60.6,365,105.91,18.95,325.55,457.45,242.65,48.18,114.35,97.2,39,1477.9,19.55,1142.14,239.1,1257.75,74.85,78.4,924.15,76.7,61.8,151.85,589.7,359.17,4116.1,306.95,1582.05,81.45,142.1,197.7,239.4,162.45,953.79,101.2,464.55,108.23,63.55,408.8,1276.7,199.89,125.95,1602.15,75.15,71.5,1071,116.6,2355,3351.6,104.03,497.9,114.76,499.8,249.95,10943.7,1968.65,859.3,23.25,819,80.8,209.8,670.25,2477.65,173.2,0,265.24,289.97,386.2,742.85,798.6,117.8,156.98,28.4,713.4,230.65,1383.9,0,265.45,1065.4,1441.05,3690.9,214.98,1186.25,286.95,161.96,1338.02,330.05,454.85,330.09,442.25,401.67,182.2,882.2,70.3,619.33,214.55,2050.1,311.7,0,485.35,192.45,1184.9,433.65,3360.4,208,3475,2909.6,195.2,498.2,152.52,353.35,77.47,836.85,4393.8,162.75,94,670.6,1826.65,736.35,1996.2,384.6,416.75,128.05,2738.25,234.35,220.03,414.65,139.4,97.05,4767.4,347.5,1930.9,117.9,0,130.15,946.07,9118.8,1819.4,433.04,0,1941.4,591,160.84,263.75,270.55,161.31,335.23,0,263.98,1473.85,0,325.72,337,350.74,1111.93,219.97,217.03,843.5,538.1,264.95,354.93,366.55,703.95,609.21,298.5,793.7,0,1293.83
2012-12-09,96.6,1692.85,109.25,170,169.85,206.3,451.05,169,346.4,162.4,291.05,2360.5,64.5,141.6,52.69,446.55,276.4,338.4,0,48.4,112.71,49.4,86.4,284.05,245.45,118.5,391.35,293.65,507.05,105.65,52.1,109.55,2181.67,62.3,365.95,109.71,20.15,345.55,463.15,252.25,48.23,118.7,100.8,39.25,1448.15,18.7,1114.06,232.55,1305,88.05,81,910.95,80.85,68.05,162.7,608.55,338.61,3980.9,308.9,1590.55,81,148.05,196.75,248.05,162.8,1017.5,105.08,480.4,105.26,65.55,419.45,1245.4,199.59,129.95,1679.9,74.15,73.7,1111,123.8,2416.9,3428.85,105.96,525.05,120.86,526.92,254.6,11786.5,2022.3,906.75,23.6,810.05,82.35,220.2,708.1,2553.85,175.45,0,272.93,283.93,394.25,766.3,917.7,127.25,164.21,28.15,717.25,238,1414.8,0,260.65,1118.3,1416.65,3759.8,213.04,1196.2,290.05,170,1295.9,333,449.95,341.77,455.45,405.57,187.8,938.05,70.2,606.67,211.7,2050.05,307.15,0,505.85,197.55,1181.55,448.5,3248.25,206.25,3450.05,2856.2,209.6,495.75,159.64,352.85,86.47,848.7,4299.5,158.35,96.55,682.3,1826.2,713.3,1916.8,0,411.45,130.05,2690.15,243,220.09,410.7,138.75,97.05,4827.5,358.2,1940,118.7,0,137.6,938.28,9151.6,1839.4,431.25,0,1962.2,598.9,158.31,264.25,278.91,168.88,332.02,0,265.75,1509.95,0,304.66,322.45,339.1,1116.97,226.34,231.62,837.75,530.65,267.8,349.95,362.95,693.1,580.29,301.5,834.6,0,1244.74
2012-12-16,88.9,1728.85,109.2,171.7,168.75,215.15,465.55,182.15,329.6,169.6,291.55,2391.7,59.75,139.65,53.92,465.5,280.3,328.7,0,46.85,104.47,49.35,86.85,282.86,264.55,129.9,380.15,309.9,521.15,105.95,51.35,109.9,2245.01,61.3,358.55,107.9,20.05,335.45,484.4,265.65,48.2,111.65,100.05,38.65,1479.7,18.65,1145.08,224.45,1327.15,89.6,78.9,882.05,80.6,63.25,167.35,604.25,345.84,3996.4,310.95,1660.75,80,141,195.6,240.3,160.3,1031.15,103.08,463.05,105.63,68.1,403.5,1208.65,217.75,130.5,1574.2,74.18,75.05,1105,119.95,2419.75,3435.6,101.04,556.85,121.26,514.2,245.75,12142.35,2041.6,930.65,23.6,812.85,83.25,217.35,732.2,2560.7,174.2,0,276.13,285.6,397,744.9,922.65,125.2,166.08,27.35,699.3,228.9,1404.35,0,268.3,1073.1,1387.1,3749.55,213.62,1181.5,281.6,169,1254.9,324.65,449.3,330.88,460.6,396.73,187.75,940.75,68.75,612.9,212.5,2065.6,288.7,0,504.25,191,1130.45,475.4,3141.4,206.45,3230,3175.35,206.75,498.65,168.29,346.45,89.53,862.2,4489.45,160.15,91.68,680.65,1863.55,719.05,1929.55,0,422,129.9,2706.7,224.9,237.05,403,142.7,95.8,4796.55,350.95,2081.4,116.25,0,135.65,951.17,9039.25,1830.05,428.08,0,1992.75,605.25,151.33,261,289,168.54,332.38,0,270.54,1477.25,0,313.02,312.45,335.31,1092.77,227.21,232.03,852.3,516.65,259.5,359.48,354.1,688.75,569.7,295.95,839.25,0,1223.82
2012-12-23,86.35,1710.3,113.9,182.1,160.85,230,465,194.85,322.45,177.15,294,2698.85,60.2,125.8,54.63,463.85,273.25,325.6,0,49.8,104.37,47.5,87,277.61,274.9,132.7,383.15,333.7,514.25,113,50.05,108.4,2312.3,61.25,349.7,116.75,20.55,339.33,489.75,263.25,51.87,113.05,91.7,42.05,1474.55,18.25,1135.12,224.4,1308.1,89.65,76.05,909.25,81.85,64.85,159.55,594.05,356.26,3999.65,302.11,1637.7,81.25,141.1,188.2,240.35,161.1,1028.62,102.57,475.55,107.86,67.7,409.65,1225.25,218.53,142.55,1560.1,74.03,72.7,1152,129.3,2449.4,3308.55,102.24,542.85,126.91,509.1,244.95,12452.25,2034.1,994.7,23.7,795.65,90.7,219.45,749.5,2517.45,169,0,277.07,291.99,430.7,804.9,933.35,123.2,166.34,27.1,688.35,242.85,1397.3,0,257,1068.85,1485.8,3770.4,212.22,1184.9,278.8,172.46,1237.12,312,455.95,335.3,459.3,390.7,194.7,902.5,69.25,624.5,207.8,2078.4,280,0,505.6,201.15,1075.5,499.6,3211.05,199.75,3303,3175.65,222.4,490.45,168.72,349.2,88.73,886.75,4489.75,158.35,96.2,659.4,1900.3,744.8,1934.15,0,427.2,128.25,2687.7,227.65,226.6,419.75,138.75,97.6,4900.5,343.8,2089.15,114.7,0,135.65,936.63,9134.05,1821,435.62,0,1988.6,598.55,151.68,259.7,296.22,167.89,324.77,0,264.25,1504.9,0,312.54,307.35,338.43,1060.07,224.78,233.44,830.2,527.15,261.15,364.73,352.6,676,574.21,287.05,825.25,0,1239.38
2012-12-30,84.55,1688.25,116.2,190.55,160.45,249.2,451,196.75,334.9,179,295.45,2742.3,62.55,125.95,54.47,478.3,268.85,334.1,0,49.45,104.97,48.6,86.5,281.03,269.05,133.8,385,339.25,517.05,119.4,49.75,110.35,2292.36,60.2,345.2,112.39,21.55,347.94,521.1,274.75,53.96,115.6,93.45,41.9,1486.6,19.35,1165.79,236.85,1297.2,87.6,75.85,950.25,83.85,66.2,164.9,617.6,344.91,3999.9,312.05,1619.5,80.45,140.75,188.2,239.65,159.15,1040.24,102.11,493.3,111.32,69.15,420.7,1279.35,224.67,139.8,1549.7,78,73.25,1161,129.4,2453.3,3431.65,105.43,536.5,127.57,515,241.7,12694.75,2001.5,1000.55,25.6,790.25,90.6,224.9,750.75,2672.55,173.1,0,292.15,293.41,428.55,813.8,952.45,128.85,168.54,26.95,700.65,242.05,1409.45,0,252.65,1071.05,1541.55,3803.25,211.68,1269.2,293.05,169.06,1314.31,320,466.05,351.25,463.05,400.73,194.95,906.5,70.65,611.7,214.9,2119.25,281.15,0,523.1,202.9,1078.55,534.9,3141.8,201.3,3251,3279.85,219.85,494.95,171.53,351.3,87.42,901.55,4524.9,164,95.45,668.8,1896.2,720.65,1898.55,0,415,129.1,2802.55,227.5,230.19,416.4,136.5,103.9,4965.05,352.3,2137.5,113.5,0,132.85,923.7,9286.2,1826.55,439.47,191.65,1971.75,613.5,155.14,268.85,306.76,170.42,325.48,0,271.91,1500.4,0,310.73,319.05,349.67,1079.97,228.31,237.95,834.4,522.1,265.8,369.75,353.4,677.65,580.8,289.4,840.25,0,1248.04
2013-01-06,90,1691.35,114.55,188.7,164.15,240.85,462.5,201.6,340.1,184.65,298.3,2714.55,62.45,132.55,55.38,501.75,275.15,331.9,0,50.25,106.77,47.75,89.55,289.06,285.15,142.2,393.5,364.6,547.2,123.45,52.2,116.55,2359.94,65.65,336.7,125.52,21.15,362.86,506.9,277.85,52.69,124.1,96,45.25,1494.65,18.4,1146.21,252.55,1320.5,94.35,78.1,1083.65,91.65,68.05,185.55,616.9,348.15,4149.95,320.89,1632,83.35,142.35,185.85,251.45,163.15,1042.03,103.64,526.2,110.62,71.35,439.15,1250.9,241.69,138.8,1636.85,77.78,80.65,1215,132.55,2502.1,3411.3,106.34,561,127.35,533,257.45,13361.1,2061.8,1032.8,25.15,809.2,95.3,237.75,750,2704.75,183.5,0,294.49,301.22,433.5,827.55,928.45,135.9,181.62,26.65,725.7,266.05,1434.8,0,262.55,1121.6,1523.9,3841.15,217.59,1317.45,313.8,183.1,1347.73,337.15,481.9,358.96,489.05,389.77,201.7,930.6,72.55,624.53,231.75,2160.05,285.45,0,538,211.8,1110.3,524.5,3189.5,206.1,3260,3293.3,227.05,510.2,176.86,371.15,88.84,890.5,4596.4,163.55,100.83,691.9,1887.95,724.95,1938,0,430.75,128,2822.7,242.8,235.63,416.15,139.85,109.75,4875.85,374,2205.6,114.95,0,137.5,940.33,9346.25,1889.35,440.2,207.15,2041.9,604.5,157.37,281.15,312.05,178.24,325.1,0,275.79,1545.45,0,314.58,327,360.01,1085.33,236.48,248.67,837.7,534.7,284.8,367.57,363.8,679.35,587.39,282.4,861.85,0,1279.26
2013-01-13,89,1675.3,110.15,177.05,158.65,226.7,450.6,197.55,336.7,168.65,303.4,2621.95,66.55,128.25,52.34,479.4,281.25,336.5,0,49.2,103.92,48,87.4,280.04,282.05,132.9,397.65,363.9,547.9,117.95,51.95,114,2313.34,65.65,340,133.6,21.15,365.25,488.25,258.15,50.72,116,93.3,48.1,1485,19.3,1148.96,237,1242,87.4,77.25,1100.05,89.8,65.35,182.4,609.35,365.85,4100,321.04,1608.85,82.65,140.9,186.25,251.05,161.45,1008.16,105.67,503.35,110.38,71.55,423.7,1212.3,221.3,131,1677.7,75.93,80,1210,127.05,2550.6,3425.95,103.06,572.95,134.64,500.25,282.65,13473.4,2027.3,997.25,25.7,794,92,230.45,771.5,2599.25,174,0,280.72,308.59,417.3,831.25,813.25,133.95,176.15,26.65,691.85,251.95,1361.4,0,250.8,1120.2,1501.2,3862.95,220.06,1290.7,326,182,1345.64,338.4,483.15,369.75,498.4,387.47,194.4,888.25,69.35,628.43,223.75,2190.45,269.9,0,515.95,203.35,1063.3,511.4,3036.4,186.4,3167.35,3320.1,232.3,490.15,174.39,364.45,88.09,859.65,4371.5,161.55,92.25,656.8,1839.45,727.65,1897.45,0,431.05,126.05,2810.8,226.85,247.34,421.5,134.25,110.2,4839.6,370.75,2118.1,113.15,0,131.7,936.98,9201,1899.85,429.95,205.45,1883.3,587.7,151.23,284.75,326.89,183.14,315,0,272.82,1565.25,0,319.94,325.2,374.55,1021.3,232.71,249.11,809.5,498.1,292.35,369.63,360.65,669.3,678.03,273.4,839.9,0,1286.3
2013-01-20,89,1655.65,109.7,178.7,153,235.6,460.85,198.3,326.05,172.5,301.3,2558.35,68,128.5,53.44,481,279.75,333.45,0,49.05,100.58,47.25,87.7,279.05,283.05,126.7,382.2,385.5,527.3,111.75,50.9,113.3,2338.46,66.95,338.95,127.16,21.65,365.3,514.8,267.6,50.3,113.95,93.35,45.95,1452.1,19,1156.12,238.7,1254,88.45,77.9,1100,88.25,69.45,176.95,590.1,377.5,4021.7,319.54,1611,82.85,126,174.25,247.3,159.95,997.49,108.36,521.15,105.96,71.35,419.4,1218.65,223.6,139.15,1655.45,80.5,83.3,1169,122.75,2431.65,3511.6,104.37,573.75,132.3,483.2,293.45,13336.4,2001.65,984.6,26.05,793.05,90.95,262.7,761.35,2567.2,176.05,0,280.97,299.36,415,869.8,684.45,141.1,178.86,26.3,687.55,250.85,1345.15,0,249.25,1143.8,1493.4,3789.45,215.94,1304.65,362.4,185,1332.48,336.9,559.9,361.18,517,389.3,187.15,842.6,77.45,622.9,218.25,2187.7,274.25,276.45,490.1,207.25,1051,507,3052,198.7,3200,3312.1,224.1,486.15,176.93,383.65,87.13,880.8,4537.3,161.7,96.28,656.65,1764.1,723.65,1801.55,427.35,419.95,128.95,2712.25,226.45,249.74,409.8,129.85,117.3,4797,434.95,2059.25,114.95,0,132.25,885.13,9180.8,1891.15,431.1,205,1909.3,588.35,162.92,349.3,325.06,185.16,314.88,314.13,277.61,1547.45,1496.9,350.1,348.85,354.39,1024.8,235.24,249.21,822.7,490.4,337.7,356.02,354.8,662.85,697.01,287.45,900.2,666.9,1330.26
2013-01-27,81.1,1664.3,109.55,174.05,148,234.8,463.3,194,293,180,304.15,2526.9,78.7,117.15,51.77,476.35,269.6,332.65,0,47.1,97.43,44,84.4,265.27,273.5,113.9,369.35,363.75,540.15,109.73,46.9,108.05,2233.75,62.6,342.05,124.96,21.7,364.26,499.5,253.2,50.67,110.45,94.5,43.05,1444.05,21.1,1129.62,232.65,1269.4,85.55,74.15,1071.65,83.75,72.05,170.6,582.55,390.13,4020.7,316.5,1603.15,83.25,121.15,173.9,250.15,154.6,996.49,145.36,489.1,103.86,70.9,444.9,1198.25,213.94,134.8,1631.3,87.08,86.1,1180,116.4,2353.25,3430.7,102.24,550.75,131.95,468.8,299,13286.1,1969.35,988.55,26.3,775.65,89.3,259.75,758.75,2470.25,169.65,0,282.57,292.48,406.75,864.95,722.45,137.7,174.67,25,673.85,240.8,1326.75,0,233.45,1155.85,1408.9,3770.7,210.33,1229.8,350.5,179.8,1307.65,322.8,533.25,367.13,504.25,390.8,183.2,857,77.35,619.3,213.05,2054.1,274.45,267.7,492.85,206.2,1034.9,514.95,3017.75,199.15,3110,3335.55,227.95,484.1,176.4,353.55,87.87,866.7,4446.95,160.35,93.7,641.5,1764.9,724.9,1793.65,430.6,431.5,129.15,2653.85,229.4,251.63,397.9,128.95,113.4,4650.1,419.95,2080,111,0,130.3,900.62,9092.8,1945.15,440.57,208.3,1916.65,599.45,157.82,323.55,297.81,172.5,332.6,326.2,277.25,1599.45,1536.5,337.9,360.5,363.58,1074.2,234.59,251.37,805.85,476.5,341.1,364.35,341.05,665.05,703.66,299.75,912.2,658.45,1319.92
2013-02-03,76.8,1507.85,108.55,172.85,146.8,243.4,459.1,193.95,295.9,181.65,306.1,2522.35,78.2,117.2,49.18,475.05,236.75,317.55,0,48.4,98.03,43.15,86.95,278.7,282.7,116.15,369.35,353.75,516.75,110.5,46.45,105.8,2292.76,62,346.7,120.37,22.45,359.18,492.85,249,51.06,106.25,91.9,42.5,1432.25,25.15,1133.89,230.05,1199.95,81.15,73.55,1123.35,82.6,69.65,161.7,582.45,398.29,3931.2,302.81,1605.35,84.4,122.25,177.05,246.65,150.35,988.7,160.31,472.2,110.62,76.3,479.95,1199.5,211.63,134.65,1766.95,90.13,81.3,1259,113.3,2330.9,3406.75,98.72,564.9,130.82,480.25,300.55,13220.7,1997.85,972.15,28.2,813.15,86.9,267.9,777.35,2503.65,167.85,0,283.31,304.61,400.85,878.7,746.6,131.35,179.97,24.65,646.85,236.55,1318.75,0,229.8,1125.35,1344.6,3830.15,222.77,1271.25,338.35,184.26,1296.15,326.45,525.5,343.01,532.35,389.2,183.65,850.35,92.15,611.83,246.55,2043.5,286.55,279.55,500.75,207.3,1063.95,514.95,3011.75,198.8,3122,3146.8,231.35,471.8,173.6,343.2,88.8,855.8,4414.65,154.75,96,643.1,1810.05,712.65,1865.25,435.4,438.3,133.65,2841.2,225,251.2,414.4,128.3,111.95,4692.65,422.65,2055.95,110.45,0,149.95,885.23,9108.15,1945.3,454.25,206,1837.75,609.9,155.44,336.85,278.66,163,336.15,338.98,301.93,1609.7,1582.65,341.32,329.4,363.54,1022.23,234.23,241.24,777.95,464.85,332.2,359.95,356.7,640.15,692.74,309.4,894,643.4,1327.41
2013-02-10,81.3,1423.15,103.5,168,142.5,236.95,455.35,167.7,271.6,178.3,318,2610.95,74.55,120.35,46.58,443.75,234.45,315.1,0,46.75,95.34,41.8,86.4,283.01,288,112.95,355.9,341.8,487.55,112.03,42.8,99.55,2289.52,58.4,349.3,119.38,21.15,352.66,482.15,232.55,51.62,103.6,85.1,40.1,1383.85,24.95,1116.61,224.1,1132.25,79.65,72.15,1119.7,76.45,63.85,146.75,584.45,389.21,3865.95,312.3,1508.35,80.85,129.5,182.65,246.9,144.9,954.43,153.83,446.05,114.82,74.05,468.45,1139.25,206.5,123.95,1765.95,84.88,75.25,1272,109.7,2272.05,3218.25,93.75,550.25,134.04,467.85,294.4,13408.9,2021.1,973.1,28,840.05,82.85,268.8,757.55,2506.7,161.85,0,265.94,310.61,387.45,829.75,747.85,128.1,172.51,23.7,646.05,242.8,1303.75,0,218.75,1063.15,1332.5,3754.7,211.54,1273.85,319.95,183.4,1250.95,314.75,534.9,336.88,509.65,383.8,169.85,825.55,92.7,641.83,236.5,2098.9,264.55,262.85,508.85,222.85,1030.5,494.35,3012.75,189.55,3160,3097.4,230.1,465,153.65,335.6,84.84,790.3,4455.35,147.15,91.78,615.55,1719.25,721.3,1917.3,430.85,424.8,131.1,2740.15,208.75,250.49,380.65,123.8,109.95,4643.4,401.4,2046.85,111.25,0,151.85,883.74,9021.4,1855.4,452.35,206.95,1884.45,597.45,146.63,315.2,282.37,161.21,339.18,343.57,290.16,1587.7,1625.2,332.51,321.8,367.82,1007.4,226.03,228.61,808.8,452.7,313.6,373.05,338.75,650.05,697.36,301.75,863.55,641.7,1400.76
2013-02-17,82.25,1412.7,101.6,168.25,141.05,243,419.65,165.45,269.3,180.75,320.9,2561,77.25,111.1,44.51,400.15,228,316.2,0,45.6,87.24,42.5,85.95,278.45,267.7,114.5,358.5,339.4,475.25,109.13,40.2,97.8,2315.64,59.85,351.55,121.85,20.6,337.79,467.2,231.55,50.45,98.1,78.65,39.7,1371.1,21.7,1073.97,225.25,1111.9,74.7,67.7,1150,75.6,59.65,136.15,573,395.97,3815.1,312.3,1392.25,77.65,128.65,168.85,241.1,149.9,950.21,145.01,437.4,113.73,76.45,442.75,1112.6,201.64,119.15,1786.2,91.95,70.7,1298,109.65,2213.55,3232.2,93.17,572.2,139.49,470.9,290.7,12486.8,2124.95,958.85,28.95,827.65,77.85,248.7,734.65,2519.7,158.05,0,247.72,303.04,376.1,795.35,678.7,122.5,169.17,22.65,607.3,236.05,1258.85,0,225.7,1047.85,1316.8,3742.25,206.17,1218.55,310.35,180,1289.3,304.3,548.55,345.06,501.95,414.83,165,763.1,89.5,666.63,257.15,2096.95,267.8,268.7,482.5,217.35,1037.95,495.8,3028.75,192.15,3170,2923.6,226.5,490,151.52,338.75,88.87,751.2,4420.15,150.1,92.3,567.7,1680.1,725.2,1897.95,440.25,439.85,133.15,2659.3,204.55,249.66,381.7,122.25,109.65,4597.45,379.5,1970.35,105.65,0,149.95,897.07,8969.4,1818.9,454.24,188.15,1930,587.25,148.51,314.8,301.22,165.82,335.18,333.52,289.86,1475.05,1484.8,345.81,316.65,356.09,962.67,224.37,223.34,812.1,462.1,322.75,393.1,349.85,676.75,697.15,300.6,845.8,674.9,1420.01
